Game Turn, Player, City, Food Adv., Prod. Adv., Construct, Order Source
182, 1, LOC_CITY_NAME_AKSHAK, , CONTRACT 6327, SUBMITTED, NO_UNIT, BUILDING_SEWER, NO_DISTRICT, VALUE 119.0, Build City Building
216, 6, LOC_CITY_NAME_YEREVAN, , CONTRACT 7546, IN PROGRESS, UNIT_MECHANIZED_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 152.3, Simple Operation Attack
216, 6, LOC_CITY_NAME_YEREVAN, , CONTRACT 7588, CANCELLED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 13.0, Unknown
216, 6, LOC_CITY_NAME_YEREVAN, , CONTRACT 7629, CANCELLED, UNIT_MECHANIZED_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 979.0, Unknown
216, 6, LOC_CITY_NAME_YEREVAN, , , PROJECT_LAUNCH_MOON_LANDING, Default Specialization, , , Value 2181.1
216, 6, LOC_CITY_NAME_SALVADOR, , CONTRACT 7629, CANCELLED, UNIT_MECHANIZED_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 979.0, Unknown
216, 6, LOC_CITY_NAME_SALVADOR, , , BUILDING_SEAPORT, Build City Building, CONTRACT 7660
216, 6, LOC_CITY_NAME_STOCKHOLM, , CONTRACT 7546, IN PROGRESS, UNIT_MECHANIZED_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 152.3, Simple Operation Attack
216, 6, LOC_CITY_NAME_STOCKHOLM, , CONTRACT 7547, COMPLETED, NO_UNIT, BUILDING_WORKSHOP, NO_DISTRICT, VALUE 1081.0, Build City Building
216, 6, LOC_CITY_NAME_STOCKHOLM, , CONTRACT 7588, CANCELLED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 13.0, Unknown
216, 6, LOC_CITY_NAME_STOCKHOLM, , CONTRACT 7629, CANCELLED, UNIT_MECHANIZED_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 979.0, Unknown
216, 6, LOC_CITY_NAME_STOCKHOLM, , , BUILDING_FACTORY, Default Specialization, , , Value 1434.7
216, 6, LOC_CITY_NAME_RIO_DE_JANEIRO, , CONTRACT 7694, SUBMITTED, UNIT_MECHANIZED_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 1161.0, Siege City Assault
216, 6, LOC_CITY_NAME_BELEM, , CONTRACT 7694, SUBMITTED, UNIT_MECHANIZED_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 1161.0, Siege City Assault
216, 6, LOC_CITY_NAME_YEREVAN, , CONTRACT 7694, SUBMITTED, UNIT_MECHANIZED_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 1161.0, Siege City Assault
216, 6, LOC_CITY_NAME_GUARULHOS, , CONTRACT 7694, SUBMITTED, UNIT_MECHANIZED_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 1161.0, Siege City Assault
216, 6, LOC_CITY_NAME_PORTO_ALEGRE, , CONTRACT 7694, SUBMITTED, UNIT_MECHANIZED_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 1161.0, Siege City Assault
216, 6, LOC_CITY_NAME_SAO_LUIS, , CONTRACT 7694, SUBMITTED, UNIT_MECHANIZED_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 1161.0, Siege City Assault
216, 6, LOC_CITY_NAME_NATAL, , CONTRACT 7694, SUBMITTED, UNIT_MECHANIZED_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 1161.0, Siege City Assault
216, 6, LOC_CITY_NAME_FORTALEZA, , CONTRACT 7699, SUBMITTED, NO_UNIT, BUILDING_STOCK_EXCHANGE, NO_DISTRICT, VALUE 438.0, Build City Building
216, 7, LOC_CITY_NAME_JEDDAH, , CONTRACT 7249, COMPLETED, UNIT_BOMBER, NO_BUILDING, NO_DISTRICT, VALUE 814.5, Build City Building
216, 7, LOC_CITY_NAME_JEDDAH, , CONTRACT 7399, CANCELLED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 321.0, Unknown
216, 7, LOC_CITY_NAME_JEDDAH, , CONTRACT 7433, CANCELLED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 53.0, Unknown
216, 7, LOC_CITY_NAME_JEDDAH, , CONTRACT 7518, CANCELLED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 81.0, Unknown
216, 7, LOC_CITY_NAME_JEDDAH, , CONTRACT 7520, CANCELLED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 81.0, Unknown
216, 7, LOC_CITY_NAME_JEDDAH, , CONTRACT 7559, CANCELLED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 125.0, Unknown
216, 7, LOC_CITY_NAME_JEDDAH, , CONTRACT 7592, CANCELLED, UNIT_MECHANIZED_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 614.0, Unknown
216, 7, LOC_CITY_NAME_JEDDAH, , , UNIT_SPY, Default Specialization, , , Value 418.4
216, 7, LOC_CITY_NAME_CAIRO, , CONTRACT 7702, SUBMITTED, UNIT_MECHANIZED_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 490.0, Siege City Assault
216, 7, LOC_CITY_NAME_BAGHDAD, , CONTRACT 7702, SUBMITTED, UNIT_MECHANIZED_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 490.0, Siege City Assault
216, 7, LOC_CITY_NAME_HONG_KONG, , CONTRACT 7702, SUBMITTED, UNIT_MECHANIZED_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 490.0, Siege City Assault
216, 7, LOC_CITY_NAME_MEDINA, , CONTRACT 7702, SUBMITTED, UNIT_MECHANIZED_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 490.0, Siege City Assault
216, 7, LOC_CITY_NAME_ADEN, , CONTRACT 7702, SUBMITTED, UNIT_MECHANIZED_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 490.0, Siege City Assault
216, 7, LOC_CITY_NAME_JEDDAH, , CONTRACT 7702, SUBMITTED, UNIT_MECHANIZED_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 490.0, Siege City Assault
216, 7, LOC_CITY_NAME_HATTIN, , CONTRACT 7702, SUBMITTED, UNIT_MECHANIZED_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 490.0, Siege City Assault
216, 7, LOC_CITY_NAME_HOMS, , CONTRACT 7703, SUBMITTED, NO_UNIT, BUILDING_CASTLE, NO_DISTRICT, VALUE 294.0, Build City Building
216, 7, LOC_CITY_NAME_ADEN, , CONTRACT 7707, SUBMITTED, UNIT_BOMBER, NO_BUILDING, NO_DISTRICT, VALUE 477.0, Build City Building
216, 7, LOC_CITY_NAME_HONG_KONG, , CONTRACT 7709, SUBMITTED, NO_UNIT, BUILDING_SEAPORT, NO_DISTRICT, VALUE 928.0, Build City Building
216, 7, LOC_CITY_NAME_CAIRO, , CONTRACT 7710, SUBMITTED, NO_UNIT, BUILDING_MILITARY_ACADEMY, NO_DISTRICT, VALUE 1268.0, Build City Building
216, 9, LOC_CITY_NAME_ZANZIBAR, , CONTRACT 7712, SUBMITTED, UNIT_ARTILLERY, NO_BUILDING, NO_DISTRICT, VALUE 50.0, Simple Operation Attack
216, 14, LOC_CITY_NAME_PRESLAV, , CONTRACT 6929, FAILED, NO_UNIT, NO_BUILDING, DISTRICT_ENCAMPMENT, VALUE 201.0, Unknown
216, 14, LOC_CITY_NAME_PRESLAV, , CONTRACT 7023, FAILED, UNIT_MECHANIZED_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 172.0, Unknown
216, 14, LOC_CITY_NAME_PRESLAV, , CONTRACT 7289, FAILED, UNIT_MECHANIZED_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 694.0, Unknown
216, 14, LOC_CITY_NAME_PRESLAV, , , DISTRICT_ENCAMPMENT, Build City District, CONTRACT 7598
216, 14, LOC_CITY_NAME_PRESLAV, , CONTRACT 7714, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 108.0, Build City Improvement
217, 1, LOC_CITY_NAME_JIAODONG, , CONTRACT 7608, ACCEPTED, NO_UNIT, BUILDING_MUSEUM_ARTIFACT, NO_DISTRICT, VALUE 614.0, Build City Building
217, 1, LOC_CITY_NAME_JIAODONG, , CONTRACT 7609, CANCELLED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 38.0, Unknown
217, 1, LOC_CITY_NAME_JIAODONG, , CONTRACT 7641, CANCELLED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 197.0, Unknown
217, 1, LOC_CITY_NAME_JIAODONG, , , UNIT_BUILDER, Build City Improvement, CONTRACT 7676
217, 1, LOC_CITY_NAME_ADAB, , CONTRACT 7673, ACCEPTED, NO_UNIT, BUILDING_LIBRARY, NO_DISTRICT, VALUE 1579.0, Build City Building
217, 1, LOC_CITY_NAME_ADAB, , CONTRACT 7676, IN PROGRESS, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 1062.0, Build City Improvement
217, 1, LOC_CITY_NAME_ADAB, , , BUILDING_STOCK_EXCHANGE, Default Specialization, , , Value 859.9
217, 1, LOC_CITY_NAME_ERIDU, , CONTRACT 7445, FAILED, NO_UNIT, BUILDING_STOCK_EXCHANGE, NO_DISTRICT, VALUE 850.0, Unknown
217, 1, LOC_CITY_NAME_ERIDU, , CONTRACT 7641, CANCELLED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 197.0, Unknown
217, 1, LOC_CITY_NAME_ERIDU, , CONTRACT 7676, IN PROGRESS, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 1062.0, Build City Improvement
217, 1, LOC_CITY_NAME_ERIDU, , , BUILDING_FACTORY, Default Specialization, , , Value 2272.0
217, 1, LOC_CITY_NAME_AKSHAK, , CONTRACT 7717, SUBMITTED, NO_UNIT, BUILDING_SEWER, NO_DISTRICT, VALUE 227.0, Build City Building
217, 1, LOC_CITY_NAME_ERIDU, , CONTRACT 7718, SUBMITTED, NO_UNIT, BUILDING_FACTORY, NO_DISTRICT, VALUE 2272.0, Build City Building
217, 1, LOC_CITY_NAME_ADAB, , CONTRACT 7719, SUBMITTED, NO_UNIT, NO_BUILDING, DISTRICT_THEATER, VALUE 1109.0, Build City District
217, 2, LOC_CITY_NAME_SKEDSMO, , , BUILDING_MILITARY_ACADEMY, Build City Building, CONTRACT 7681
217, 2, LOC_CITY_NAME_GENEVA, , , DISTRICT_ENCAMPMENT, Build City District, CONTRACT 7678
217, 2, LOC_CITY_NAME_STAVANGER, , CONTRACT 7725, SUBMITTED, NO_UNIT, BUILDING_SHIPYARD, NO_DISTRICT, VALUE 785.0, Build City Building
217, 4, PURCHASE, , , UNIT_NUCLEAR_SUBMARINE, Build City Building, CONTRACT 7617
217, 4, LOC_CITY_NAME_SHEFFIELD, , CONTRACT 7619, ACCEPTED, NO_UNIT, BUILDING_STADIUM, NO_DISTRICT, VALUE 1071.0, Build City Building
217, 4, LOC_CITY_NAME_SHEFFIELD, , , PROJECT_BUILD_NUCLEAR_DEVICE, Default Specialization, , , Value 1013.0
217, 4, LOC_CITY_NAME_PLYMOUTH, , CONTRACT 7617, COMPLETED, UNIT_NUCLEAR_SUBMARINE, NO_BUILDING, NO_DISTRICT, VALUE 547.0, Build City Building
217, 4, LOC_CITY_NAME_PLYMOUTH, , , PROJECT_BUILD_NUCLEAR_DEVICE, Default Specialization, , , Value 849.0
217, 4, LOC_CITY_NAME_LONDON, , CONTRACT 7727, SUBMITTED, UNIT_MECHANIZED_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 50.0, Simple Operation Attack
217, 4, LOC_CITY_NAME_SHEFFIELD, , CONTRACT 7727, SUBMITTED, UNIT_MECHANIZED_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 50.0, Simple Operation Attack
217, 4, LOC_CITY_NAME_BRISTOL, , CONTRACT 7727, SUBMITTED, UNIT_MECHANIZED_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 50.0, Simple Operation Attack
217, 4, LOC_CITY_NAME_BIRMINGHAM, , CONTRACT 7727, SUBMITTED, UNIT_MECHANIZED_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 50.0, Simple Operation Attack
217, 4, LOC_CITY_NAME_PLYMOUTH, , CONTRACT 7727, SUBMITTED, UNIT_MECHANIZED_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 50.0, Simple Operation Attack
217, 4, LOC_CITY_NAME_LEEDS, , CONTRACT 7727, SUBMITTED, UNIT_MECHANIZED_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 50.0, Simple Operation Attack
217, 4, LOC_CITY_NAME_KANDY, , CONTRACT 7727, SUBMITTED, UNIT_MECHANIZED_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 50.0, Simple Operation Attack
217, 4, LOC_CITY_NAME_BRADFORD, , CONTRACT 7727, SUBMITTED, UNIT_MECHANIZED_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 50.0, Simple Operation Attack
217, 4, LOC_CITY_NAME_MANCHESTER, , CONTRACT 7727, SUBMITTED, UNIT_MECHANIZED_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 50.0, Simple Operation Attack
217, 4, LOC_CITY_NAME_PRESTON, , CONTRACT 7727, SUBMITTED, UNIT_MECHANIZED_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 50.0, Simple Operation Attack
217, 4, LOC_CITY_NAME_LIVERPOOL, , CONTRACT 7727, SUBMITTED, UNIT_MECHANIZED_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 50.0, Simple Operation Attack
217, 4, LOC_CITY_NAME_BRADFORD, , CONTRACT 7728, SUBMITTED, NO_UNIT, BUILDING_MILITARY_ACADEMY, NO_DISTRICT, VALUE 514.0, Build City Building
217, 4, LOC_CITY_NAME_KANDY, , CONTRACT 7729, SUBMITTED, UNIT_NUCLEAR_SUBMARINE, NO_BUILDING, NO_DISTRICT, VALUE 518.0, Build City Building
217, 4, LOC_CITY_NAME_LONDON, , CONTRACT 7732, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 619.0, Build City Improvement
217, 4, LOC_CITY_NAME_SHEFFIELD, , CONTRACT 7732, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 619.0, Build City Improvement
217, 4, LOC_CITY_NAME_BRISTOL, , CONTRACT 7732, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 619.0, Build City Improvement
217, 4, LOC_CITY_NAME_BIRMINGHAM, , CONTRACT 7732, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 619.0, Build City Improvement
217, 4, LOC_CITY_NAME_PLYMOUTH, , CONTRACT 7732, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 619.0, Build City Improvement
217, 4, LOC_CITY_NAME_LEEDS, , CONTRACT 7732, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 619.0, Build City Improvement
217, 4, LOC_CITY_NAME_KANDY, , CONTRACT 7732, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 619.0, Build City Improvement
217, 4, LOC_CITY_NAME_BRADFORD, , CONTRACT 7732, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 619.0, Build City Improvement
217, 4, LOC_CITY_NAME_MANCHESTER, , CONTRACT 7732, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 619.0, Build City Improvement
217, 4, LOC_CITY_NAME_PRESTON, , CONTRACT 7732, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 619.0, Build City Improvement
217, 5, LOC_CITY_NAME_LA_ROCHELLE, , CONTRACT 7505, COMPLETED, NO_UNIT, BUILDING_MILITARY_ACADEMY, NO_DISTRICT, VALUE 984.4, Build City Building
217, 5, LOC_CITY_NAME_LA_ROCHELLE, , CONTRACT 7626, CANCELLED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 373.0, Build City Improvement
217, 5, LOC_CITY_NAME_LA_ROCHELLE, , , PROJECT_REPAIR_OUTER_DEFENSES, Default Specialization, , , Value 67.8
217, 5, LOC_CITY_NAME_RENNES, , CONTRACT 7418, COMPLETED, UNIT_ARTILLERY, NO_BUILDING, NO_DISTRICT, VALUE 933.0, Siege City Assault
217, 5, LOC_CITY_NAME_RENNES, , CONTRACT 7461, CANCELLED, UNIT_ARTILLERY, NO_BUILDING, NO_DISTRICT, VALUE 933.0, Siege City Assault
217, 5, LOC_CITY_NAME_RENNES, , CONTRACT 7504, CANCELLED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 71.0, Unknown
217, 5, LOC_CITY_NAME_RENNES, , CONTRACT 7506, CANCELLED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 275.0, Unknown
217, 5, LOC_CITY_NAME_RENNES, , CONTRACT 7579, CANCELLED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 42.0, Unknown
217, 5, LOC_CITY_NAME_RENNES, , CONTRACT 7626, CANCELLED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 373.0, Build City Improvement
217, 5, LOC_CITY_NAME_RENNES, , , UNIT_MECHANIZED_INFANTRY, Default Specialization, , , Value 52.7
217, 5, FAITH PURCHASE, , , UNIT_APOSTLE, Unknown, CONTRACT 7693
217, 6, LOC_CITY_NAME_MANAUS, , CONTRACT 7546, IN PROGRESS, UNIT_MECHANIZED_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 152.3, Simple Operation Attack
217, 6, LOC_CITY_NAME_MANAUS, , CONTRACT 7629, CANCELLED, UNIT_MECHANIZED_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 979.0, Unknown
217, 6, LOC_CITY_NAME_MANAUS, , , BUILDING_SEWER, Build City Building, CONTRACT 7514
217, 6, FAITH PURCHASE, , , UNIT_APOSTLE, Unknown, CONTRACT 7701
217, 6, LOC_CITY_NAME_STOCKHOLM, , CONTRACT 7738, SUBMITTED, NO_UNIT, BUILDING_UNIVERSITY, NO_DISTRICT, VALUE 801.0, Build City Building
217, 6, LOC_CITY_NAME_PORTO_ALEGRE, , CONTRACT 7739, SUBMITTED, NO_UNIT, BUILDING_BROADCAST_CENTER, NO_DISTRICT, VALUE 237.0, Build City Building
217, 6, LOC_CITY_NAME_GUARULHOS, , CONTRACT 7740, SUBMITTED, NO_UNIT, NO_BUILDING, DISTRICT_INDUSTRIAL_ZONE, VALUE 795.0, Build City District
217, 6, LOC_CITY_NAME_RIO_DE_JANEIRO, , CONTRACT 7742, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 93.0, Build City Improvement
217, 6, LOC_CITY_NAME_FORTALEZA, , CONTRACT 7742, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 93.0, Build City Improvement
217, 6, LOC_CITY_NAME_BELEM, , CONTRACT 7742, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 93.0, Build City Improvement
217, 6, LOC_CITY_NAME_YEREVAN, , CONTRACT 7742, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 93.0, Build City Improvement
217, 6, LOC_CITY_NAME_SALVADOR, , CONTRACT 7742, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 93.0, Build City Improvement
217, 6, LOC_CITY_NAME_MANAUS, , CONTRACT 7742, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 93.0, Build City Improvement
217, 6, LOC_CITY_NAME_GUARULHOS, , CONTRACT 7742, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 93.0, Build City Improvement
217, 6, LOC_CITY_NAME_PORTO_ALEGRE, , CONTRACT 7742, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 93.0, Build City Improvement
217, 6, LOC_CITY_NAME_SAO_LUIS, , CONTRACT 7742, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 93.0, Build City Improvement
217, 6, LOC_CITY_NAME_NATAL, , CONTRACT 7742, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 93.0, Build City Improvement
217, 6, LOC_CITY_NAME_MACEIO, , CONTRACT 7742, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 93.0, Build City Improvement
217, 6, LOC_CITY_NAME_STOCKHOLM, , CONTRACT 7742, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 93.0, Build City Improvement
217, 6, LOC_CITY_NAME_GOIANIA, , CONTRACT 7742, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 93.0, Build City Improvement
217, 6, LOC_CITY_NAME_CAMPINAS, , CONTRACT 7742, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 93.0, Build City Improvement
217, 6, LOC_CITY_NAME_RIO_DE_JANEIRO, , CONTRACT 7743, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 94.0, Build City Improvement
217, 6, LOC_CITY_NAME_FORTALEZA, , CONTRACT 7743, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 94.0, Build City Improvement
217, 6, LOC_CITY_NAME_BELEM, , CONTRACT 7743, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 94.0, Build City Improvement
217, 6, LOC_CITY_NAME_YEREVAN, , CONTRACT 7743, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 94.0, Build City Improvement
217, 6, LOC_CITY_NAME_SALVADOR, , CONTRACT 7743, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 94.0, Build City Improvement
217, 6, LOC_CITY_NAME_MANAUS, , CONTRACT 7743, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 94.0, Build City Improvement
217, 6, LOC_CITY_NAME_GUARULHOS, , CONTRACT 7743, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 94.0, Build City Improvement
217, 6, LOC_CITY_NAME_PORTO_ALEGRE, , CONTRACT 7743, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 94.0, Build City Improvement
217, 6, LOC_CITY_NAME_SAO_LUIS, , CONTRACT 7743, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 94.0, Build City Improvement
217, 6, LOC_CITY_NAME_NATAL, , CONTRACT 7743, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 94.0, Build City Improvement
217, 6, LOC_CITY_NAME_MACEIO, , CONTRACT 7743, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 94.0, Build City Improvement
217, 6, LOC_CITY_NAME_STOCKHOLM, , CONTRACT 7743, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 94.0, Build City Improvement
217, 6, LOC_CITY_NAME_GOIANIA, , CONTRACT 7743, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 94.0, Build City Improvement
217, 6, LOC_CITY_NAME_CAMPINAS, , CONTRACT 7743, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 94.0, Build City Improvement
217, 6, LOC_CITY_NAME_RIO_DE_JANEIRO, , CONTRACT 7744, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 93.0, Build City Improvement
217, 6, LOC_CITY_NAME_FORTALEZA, , CONTRACT 7744, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 93.0, Build City Improvement
217, 6, LOC_CITY_NAME_BELEM, , CONTRACT 7744, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 93.0, Build City Improvement
217, 6, LOC_CITY_NAME_YEREVAN, , CONTRACT 7744, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 93.0, Build City Improvement
217, 6, LOC_CITY_NAME_SALVADOR, , CONTRACT 7744, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 93.0, Build City Improvement
217, 6, LOC_CITY_NAME_MANAUS, , CONTRACT 7744, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 93.0, Build City Improvement
217, 6, LOC_CITY_NAME_GUARULHOS, , CONTRACT 7744, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 93.0, Build City Improvement
217, 6, LOC_CITY_NAME_PORTO_ALEGRE, , CONTRACT 7744, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 93.0, Build City Improvement
217, 6, LOC_CITY_NAME_SAO_LUIS, , CONTRACT 7744, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 93.0, Build City Improvement
217, 6, LOC_CITY_NAME_NATAL, , CONTRACT 7744, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 93.0, Build City Improvement
217, 6, LOC_CITY_NAME_MACEIO, , CONTRACT 7744, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 93.0, Build City Improvement
217, 6, LOC_CITY_NAME_STOCKHOLM, , CONTRACT 7744, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 93.0, Build City Improvement
217, 6, LOC_CITY_NAME_GOIANIA, , CONTRACT 7744, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 93.0, Build City Improvement
217, 6, LOC_CITY_NAME_CAMPINAS, , CONTRACT 7744, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 93.0, Build City Improvement
217, 7, PURCHASE, , , UNIT_MECHANIZED_INFANTRY, Siege City Assault, CONTRACT 7702
217, 7, LOC_CITY_NAME_HOMS, , CONTRACT 7166, FAILED, NO_UNIT, BUILDING_CASTLE, NO_DISTRICT, VALUE 319.0, Unknown
217, 7, LOC_CITY_NAME_HOMS, , CONTRACT 7399, CANCELLED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 321.0, Unknown
217, 7, LOC_CITY_NAME_HOMS, , CONTRACT 7432, FAILED, UNIT_MECHANIZED_INFANTRY, NO_BUILDING, NO_DISTRICT, VALUE 373.0, Unknown
217, 7, LOC_CITY_NAME_HOMS, , CONTRACT 7433, CANCELLED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 53.0, Unknown
217, 7, LOC_CITY_NAME_HOMS, , CONTRACT 7518, CANCELLED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 81.0, Unknown
217, 7, LOC_CITY_NAME_HOMS, , CONTRACT 7520, CANCELLED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 81.0, Unknown
217, 7, LOC_CITY_NAME_HOMS, , CONTRACT 7559, CANCELLED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 125.0, Unknown
