Game Analysis
===TECHNOLOGIES===
Name,,Era,QuickestPathLength,QuickestPathCost,ResearchCost
LOC_CIVIC_CIVIL_ENGINEERING_NAME,,ERA_INDUSTRIAL,17,4355,920
LOC_CIVIC_NATIONALISM_NAME,,ERA_INDUSTRIAL,18,4895,920
LOC_CIVIC_OPERA_BALLET_NAME,,ERA_INDUSTRIAL,18,4700,725
LOC_CIVIC_NATURAL_HISTORY_NAME,,ERA_INDUSTRIAL,18,5030,870
LOC_CIVIC_SCORCHED_EARTH_NAME,,ERA_INDUSTRIAL,19,5955,1060
LOC_CIVIC_URBANIZATION_NAME,,ERA_INDUSTRIAL,21,7530,1060
LOC_CIVIC_CONSERVATION_NAME,,ERA_MODERN,19,6285,1255
LOC_CIVIC_CAPITALISM_NAME,,ERA_MODERN,25,12095,1560
LOC_CIVIC_NUCLEAR_PROGRAM_NAME,,ERA_MODERN,27,14320,1715
LOC_CIVIC_MASS_MEDIA_NAME,,ERA_MODERN,24,10535,1410
LOC_CIVIC_MOBILIZATION_NAME,,ERA_MODERN,22,8940,1410
LOC_CIVIC_IDEOLOGY_NAME,,ERA_MODERN,26,12605,660
LOC_CIVIC_SUFFRAGE_NAME,,ERA_MODERN,27,14320,1715
LOC_CIVIC_TOTALITARIANISM_NAME,,ERA_MODERN,27,14320,1715
LOC_CIVIC_CLASS_STRUGGLE_NAME,,ERA_MODERN,27,14320,1715
LOC_CIVIC_COLD_WAR_NAME,,ERA_ATOMIC,27,14790,2185
LOC_CIVIC_PROFESSIONAL_SPORTS_NAME,,ERA_ATOMIC,27,14790,2185
LOC_CIVIC_CULTURAL_HERITAGE_NAME,,ERA_ATOMIC,20,8240,1955
LOC_CIVIC_RAPID_DEPLOYMENT_NAME,,ERA_ATOMIC,28,17205,2415
LOC_CIVIC_SPACE_RACE_NAME,,ERA_ATOMIC,28,17205,2415
LOC_CIVIC_GLOBALIZATION_NAME,,ERA_INFORMATION,30,22500,2880
LOC_CIVIC_SOCIAL_MEDIA_NAME,,ERA_INFORMATION,30,22270,2880
LOC_CIVIC_FUTURE_CIVIC_NAME,,ERA_INFORMATION,33,30765,3200
===BUILDINGS===
Name,TechName,TechEra,TechQuickestPathLength,TechQuickestPathCost,ProductionCost,Value
LOC_BUILDING_MONUMENT_NAME,NO_TECH,ERA_ANCIENT,0,0,60,2.00
LOC_BUILDING_PALACE_NAME,NO_TECH,ERA_ANCIENT,0,0,1,7.50
LOC_BUILDING_BARRACKS_NAME,LOC_TECH_BRONZE_WORKING_NAME,ERA_ANCIENT,2,105,90,0.50
LOC_BUILDING_GRANARY_NAME,LOC_TECH_POTTERY_NAME,ERA_ANCIENT,1,25,65,1.00
LOC_BUILDING_LIBRARY_NAME,LOC_TECH_WRITING_NAME,ERA_ANCIENT,2,75,90,1.50
LOC_BUILDING_SHRINE_NAME,LOC_TECH_ASTROLOGY_NAME,ERA_ANCIENT,1,50,70,1.50
LOC_BUILDING_WALLS_NAME,LOC_TECH_MASONRY_NAME,ERA_ANCIENT,2,105,80,0.00
LOC_BUILDING_WATER_MILL_NAME,LOC_TECH_THE_WHEEL_NAME,ERA_ANCIENT,2,105,80,2.00
LOC_BUILDING_LIGHTHOUSE_NAME,LOC_TECH_CELESTIAL_NAVIGATION_NAME,ERA_CLASSICAL,3,220,120,1.50
LOC_BUILDING_MARKET_NAME,LOC_TECH_CURRENCY_NAME,ERA_CLASSICAL,3,195,120,1.50
LOC_BUILDING_STABLE_NAME,LOC_TECH_HORSEBACK_RIDING_NAME,ERA_CLASSICAL,3,195,120,0.50
LOC_BUILDING_CASTLE_NAME,LOC_TECH_CASTLES_NAME,ERA_MEDIEVAL,7,890,225,0.00
LOC_BUILDING_UNIVERSITY_NAME,LOC_TECH_EDUCATION_NAME,ERA_MEDIEVAL,9,1280,250,3.00
LOC_BUILDING_WORKSHOP_NAME,LOC_TECH_APPRENTICESHIP_NAME,ERA_MEDIEVAL,7,690,195,1.50
LOC_BUILDING_ARMORY_NAME,LOC_TECH_MILITARY_ENGINEERING_NAME,ERA_MEDIEVAL,7,890,195,1.00
LOC_BUILDING_SHIPYARD_NAME,LOC_TECH_MASS_PRODUCTION_NAME,ERA_RENAISSANCE,12,2070,290,-1.00
LOC_BUILDING_BANK_NAME,LOC_TECH_BANKING_NAME,ERA_RENAISSANCE,11,2210,290,2.50
LOC_BUILDING_STAR_FORT_NAME,LOC_TECH_SIEGE_TACTICS_NAME,ERA_RENAISSANCE,8,1550,305,0.00
LOC_BUILDING_FACTORY_NAME,LOC_TECH_INDUSTRIALIZATION_NAME,ERA_INDUSTRIAL,15,4115,390,2.00
LOC_BUILDING_ELECTRONICS_FACTORY_NAME,LOC_TECH_INDUSTRIALIZATION_NAME,ERA_INDUSTRIAL,15,4115,390,3.00
LOC_BUILDING_STOCK_EXCHANGE_NAME,LOC_TECH_ECONOMICS_NAME,ERA_INDUSTRIAL,20,6580,390,3.50
LOC_BUILDING_MILITARY_ACADEMY_NAME,LOC_TECH_MILITARY_SCIENCE_NAME,ERA_INDUSTRIAL,15,3715,390,2.00
LOC_BUILDING_SEWER_NAME,LOC_TECH_SANITATION_NAME,ERA_INDUSTRIAL,14,4685,200,-1.00
LOC_BUILDING_HANGAR_NAME,LOC_TECH_FLIGHT_NAME,ERA_MODERN,20,7690,465,1.50
LOC_BUILDING_SEAPORT_NAME,LOC_TECH_ELECTRICITY_NAME,ERA_MODERN,17,6335,580,3.00
LOC_BUILDING_POWER_PLANT_NAME,LOC_TECH_ELECTRICITY_NAME,ERA_MODERN,17,6335,580,2.50
LOC_BUILDING_BROADCAST_CENTER_NAME,LOC_TECH_RADIO_NAME,ERA_MODERN,22,9910,580,2.50
LOC_BUILDING_FILM_STUDIO_NAME,LOC_TECH_RADIO_NAME,ERA_MODERN,22,9910,580,2.50
LOC_BUILDING_RESEARCH_LAB_NAME,LOC_TECH_CHEMISTRY_NAME,ERA_MODERN,15,5935,580,3.50
LOC_BUILDING_AIRPORT_NAME,LOC_TECH_ADVANCED_FLIGHT_NAME,ERA_ATOMIC,23,11320,600,2.00
LOC_BUILDING_SMALL_ROCKET_NAME,NO_TECH,ERA_ANCIENT,0,0,1,0.00
LOC_BUILDING_MEDIUM_ROCKET_NAME,NO_TECH,ERA_ANCIENT,0,0,1,0.00
LOC_BUILDING_LARGE_ROCKET_NAME,NO_TECH,ERA_ANCIENT,0,0,1,0.00
===UNITS===
Name,TechName,TechEra,TechQuickestPathLength,TechQuickestPathCost,ProductionCost,Value
LOC_UNIT_WARRIOR_MONK_NAME,NO_TECH,ERA_ANCIENT,0,0,100,35.00
LOC_UNIT_SCOUT_NAME,NO_TECH,ERA_ANCIENT,0,0,30,10.00
LOC_UNIT_WARRIOR_NAME,NO_TECH,ERA_ANCIENT,0,0,40,20.00
LOC_UNIT_SLINGER_NAME,NO_TECH,ERA_ANCIENT,0,0,35,15.00
LOC_UNIT_BARBARIAN_HORSEMAN_NAME,NO_TECH,ERA_ANCIENT,0,0,40,20.00
LOC_UNIT_BARBARIAN_HORSE_ARCHER_NAME,NO_TECH,ERA_ANCIENT,0,0,35,15.00
LOC_UNIT_SUMERIAN_WAR_CART_NAME,NO_TECH,ERA_ANCIENT,0,0,55,30.00
LOC_UNIT_BARBARIAN_GALLEY_NAME,LOC_TECH_SAILING_NAME,ERA_ANCIENT,1,50,65,25.00
LOC_UNIT_GALLEY_NAME,LOC_TECH_SAILING_NAME,ERA_ANCIENT,1,50,65,25.00
LOC_UNIT_NORWEGIAN_LONGSHIP_NAME,LOC_TECH_SAILING_NAME,ERA_ANCIENT,1,50,65,30.00
LOC_UNIT_ARCHER_NAME,LOC_TECH_ARCHERY_NAME,ERA_ANCIENT,2,75,60,25.00
LOC_UNIT_SPEARMAN_NAME,LOC_TECH_BRONZE_WORKING_NAME,ERA_ANCIENT,2,105,65,25.00
LOC_UNIT_HEAVY_CHARIOT_NAME,LOC_TECH_THE_WHEEL_NAME,ERA_ANCIENT,2,105,65,28.00
LOC_UNIT_GREEK_HOPLITE_NAME,LOC_TECH_BRONZE_WORKING_NAME,ERA_ANCIENT,2,105,65,25.00
LOC_UNIT_SWORDSMAN_NAME,LOC_TECH_IRON_WORKING_NAME,ERA_CLASSICAL,3,225,90,36.00
LOC_UNIT_HORSEMAN_NAME,LOC_TECH_HORSEBACK_RIDING_NAME,ERA_CLASSICAL,3,195,80,36.00
LOC_UNIT_SCYTHIAN_HORSE_ARCHER_NAME,LOC_TECH_HORSEBACK_RIDING_NAME,ERA_CLASSICAL,3,195,100,25.00
LOC_UNIT_ROMAN_LEGION_NAME,LOC_TECH_IRON_WORKING_NAME,ERA_CLASSICAL,3,225,110,40.00
LOC_UNIT_KONGO_SHIELD_BEARER_NAME,LOC_TECH_IRON_WORKING_NAME,ERA_CLASSICAL,3,225,110,35.00
LOC_UNIT_CATAPULT_NAME,LOC_TECH_ENGINEERING_NAME,ERA_CLASSICAL,3,305,120,35.00
LOC_UNIT_QUADRIREME_NAME,LOC_TECH_SHIPBUILDING_NAME,ERA_CLASSICAL,2,250,120,25.00
LOC_UNIT_EGYPTIAN_CHARIOT_ARCHER_NAME,LOC_TECH_THE_WHEEL_NAME,ERA_ANCIENT,2,105,120,35.00
LOC_UNIT_JAPANESE_SAMURAI_NAME,LOC_TECH_MILITARY_TACTICS_NAME,ERA_MEDIEVAL,5,695,180,45.00
LOC_UNIT_NORWEGIAN_BERSERKER_NAME,LOC_TECH_MILITARY_TACTICS_NAME,ERA_MEDIEVAL,5,695,180,40.00
LOC_UNIT_KNIGHT_NAME,LOC_TECH_STIRRUPS_NAME,ERA_MEDIEVAL,4,585,180,48.00
LOC_UNIT_INDIAN_VARU_NAME,LOC_TECH_HORSEBACK_RIDING_NAME,ERA_CLASSICAL,3,195,120,40.00
LOC_UNIT_ARABIAN_MAMLUK_NAME,LOC_TECH_STIRRUPS_NAME,ERA_MEDIEVAL,4,585,180,48.00
LOC_UNIT_CROSSBOWMAN_NAME,LOC_TECH_MACHINERY_NAME,ERA_MEDIEVAL,6,805,180,40.00
LOC_UNIT_CHINESE_CROUCHING_TIGER_NAME,LOC_TECH_MACHINERY_NAME,ERA_MEDIEVAL,6,805,160,50.00
LOC_UNIT_PIKEMAN_NAME,LOC_TECH_MILITARY_TACTICS_NAME,ERA_MEDIEVAL,5,695,200,41.00
LOC_UNIT_MUSKETMAN_NAME,LOC_TECH_GUNPOWDER_NAME,ERA_RENAISSANCE,13,2315,240,55.00
LOC_UNIT_SPANISH_CONQUISTADOR_NAME,LOC_TECH_GUNPOWDER_NAME,ERA_RENAISSANCE,13,2315,250,55.00
LOC_UNIT_CARAVEL_NAME,LOC_TECH_CARTOGRAPHY_NAME,ERA_RENAISSANCE,3,790,240,50.00
LOC_UNIT_BOMBARD_NAME,LOC_TECH_METAL_CASTING_NAME,ERA_RENAISSANCE,14,2975,280,55.00
LOC_UNIT_FRIGATE_NAME,LOC_TECH_SQUARE_RIGGING_NAME,ERA_RENAISSANCE,4,1450,280,55.00
LOC_UNIT_FIELD_CANNON_NAME,LOC_TECH_BALLISTICS_NAME,ERA_INDUSTRIAL,15,3820,330,60.00
LOC_UNIT_CAVALRY_NAME,LOC_TECH_MILITARY_SCIENCE_NAME,ERA_INDUSTRIAL,15,3715,330,62.00
LOC_UNIT_RUSSIAN_COSSACK_NAME,LOC_TECH_MILITARY_SCIENCE_NAME,ERA_INDUSTRIAL,15,3715,340,67.00
LOC_UNIT_ENGLISH_REDCOAT_NAME,LOC_TECH_MILITARY_SCIENCE_NAME,ERA_INDUSTRIAL,15,3715,340,65.00
LOC_UNIT_FRENCH_GARDE_IMPERIALE_NAME,LOC_TECH_MILITARY_SCIENCE_NAME,ERA_INDUSTRIAL,15,3715,340,65.00
LOC_UNIT_IRONCLAD_NAME,LOC_TECH_STEAM_POWER_NAME,ERA_INDUSTRIAL,16,5085,380,60.00
LOC_UNIT_AMERICAN_ROUGH_RIDER_NAME,LOC_TECH_RIFLING_NAME,ERA_INDUSTRIAL,25,8005,385,67.00
LOC_UNIT_RANGER_NAME,LOC_TECH_RIFLING_NAME,ERA_INDUSTRIAL,25,8005,380,60.00
LOC_UNIT_BIPLANE_NAME,LOC_TECH_FLIGHT_NAME,ERA_MODERN,20,7690,430,60.00
LOC_UNIT_INFANTRY_NAME,LOC_TECH_REPLACEABLE_PARTS_NAME,ERA_MODERN,21,7720,430,70.00
LOC_UNIT_ARTILLERY_NAME,LOC_TECH_STEEL_NAME,ERA_MODERN,26,9145,430,80.00
LOC_UNIT_BATTLESHIP_NAME,LOC_TECH_STEEL_NAME,ERA_MODERN,26,9145,430,70.00
LOC_UNIT_SUBMARINE_NAME,LOC_TECH_ELECTRICITY_NAME,ERA_MODERN,17,6335,480,75.00
LOC_UNIT_GERMAN_UBOAT_NAME,LOC_TECH_ELECTRICITY_NAME,ERA_MODERN,17,6335,430,75.00
LOC_UNIT_AT_CREW_NAME,LOC_TECH_CHEMISTRY_NAME,ERA_MODERN,15,5935,400,70.00
LOC_UNIT_TANK_NAME,LOC_TECH_COMBUSTION_NAME,ERA_MODERN,27,10395,480,80.00
LOC_UNIT_FIGHTER_NAME,LOC_TECH_ADVANCED_FLIGHT_NAME,ERA_ATOMIC,23,11320,520,80.00
LOC_UNIT_AMERICAN_P51_NAME,LOC_TECH_ADVANCED_FLIGHT_NAME,ERA_ATOMIC,23,11320,520,85.00
LOC_UNIT_BOMBER_NAME,LOC_TECH_ADVANCED_FLIGHT_NAME,ERA_ATOMIC,23,11320,560,90.00
LOC_UNIT_MACHINE_GUN_NAME,LOC_TECH_ADVANCED_BALLISTICS_NAME,ERA_ATOMIC,34,15300,540,75.00
LOC_UNIT_AIRCRAFT_CARRIER_NAME,LOC_TECH_COMBINED_ARMS_NAME,ERA_ATOMIC,28,11805,540,65.00
LOC_UNIT_DESTROYER_NAME,LOC_TECH_COMBINED_ARMS_NAME,ERA_ATOMIC,28,11805,540,80.00
LOC_UNIT_HELICOPTER_NAME,LOC_TECH_SYNTHETIC_MATERIALS_NAME,ERA_ATOMIC,29,13385,600,82.00
LOC_UNIT_NUCLEAR_SUBMARINE_NAME,LOC_TECH_TELECOMMUNICATIONS_NAME,ERA_INFORMATION,25,14590,680,85.00
LOC_UNIT_MECHANIZED_INFANTRY_NAME,LOC_TECH_SATELLITES_NAME,ERA_INFORMATION,27,16800,650,85.00
LOC_UNIT_ROCKET_ARTILLERY_NAME,LOC_TECH_GUIDANCE_SYSTEMS_NAME,ERA_INFORMATION,47,26975,680,95.00
LOC_UNIT_JET_FIGHTER_NAME,LOC_TECH_LASERS_NAME,ERA_INFORMATION,38,21390,650,90.00
LOC_UNIT_JET_BOMBER_NAME,LOC_TECH_STEALTH_TECHNOLOGY_NAME,ERA_INFORMATION,30,15235,700,100.00
LOC_UNIT_MISSILE_CRUISER_NAME,LOC_TECH_LASERS_NAME,ERA_INFORMATION,38,21390,680,85.00
LOC_UNIT_MODERN_AT_NAME,LOC_TECH_COMPOSITES_NAME,ERA_INFORMATION,30,15235,580,80.00
LOC_UNIT_MODERN_ARMOR_NAME,LOC_TECH_COMPOSITES_NAME,ERA_INFORMATION,30,15235,680,90.00
LOC_UNIT_AZTEC_EAGLE_WARRIOR_NAME,NO_TECH,ERA_ANCIENT,0,0,65,28.00
